Id,q1,q2,q3,d4,q5,q6,q7,q8,q9,q10,q11,q12,q13,c12b5a4e69860bc968b47223fd-change-ext-lng-btn
1130079351,5,5,5,5,5,5,3,5,5,4,SMS,Yes,Yes,
1124900562,5,5,5,5,5,5,3,5,5,5,Site,Yes,Yes,
1130203050,5,5,5,5,5,5,5,5,5,5,SMS,No,No,
1129194476,5,4,5,5,5,5,4,5,5,5,SMS,Yes,No,
1129869770,5,5,5,5,5,5,5,5,5,5,Site,No,No,
1129801781,4,4,4,4,4,4,4,4,4,4,Site,Yes,Yes,
1124440585,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1137367080,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1129234579,5,5,5,5,5,5,5,5,5,5,SMS,No,No,
1132498484,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1129703003,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1132741727,5,5,5,5,5,5,3,5,4,4,SMS,Yes,Yes,
1132316934,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1128973524,5,5,4,4,5,5,5,4,4,4,SMS,Yes,No,
1132681253,3,4,4,5,5,3,5,5,5,3,SMS,No,No,
1131867325,5,5,5,5,5,5,5,5,5,5,SMS,No,No,
1131749291,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1131220137,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1140145655,5,4,5,5,5,5,5,5,4,5,Site,Yes,No,
1132469766,4,4,4,5,5,5,4,5,5,4,Site,Yes,Yes,
1130166356,4,5,4,4,4,4,4,4,4,4,SMS,Yes,No,
1131110627,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1130753757,5,3,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131335109,5,5,5,5,5,5,5,5,5,4,SMS,Yes,No,
1130824673,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1130771114,4,4,4,5,4,5,5,4,3,3,SMS,Yes,No,
1131809038,5,5,3,5,5,5,5,5,5,5,SMS,Yes,No,
1129669451,5,4,4,5,5,5,5,5,5,3,SMS,Yes,Yes,
1131135491,5,5,5,5,4,4,3,4,5,4,Site,Yes,No,
1129438931,4,3,3,3,3,4,5,4,3,3,Site,Yes,Yes,
1130272410,3,3,4,4,4,4,2,4,2,3,Site,Yes,Yes,
1132530708,3,5,5,5,5,5,3,5,5,5,SMS,Yes,No,
1129822332,4,3,4,4,3,4,5,5,4,4,Site,Yes,No,
1131855817,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128018981,4,4,4,5,4,4,4,4,4,4,SMS,No,No,
1129307953,5,4,4,5,4,4,3,4,4,5,Site,Yes,Yes,
1128971841,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1128881206,5,4,4,4,4,4,5,5,4,5,SMS,Yes,Yes,
1128547443,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1146435159,5,5,5,5,5,4,3,5,5,5,SMS,Yes,No,
1130489436,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130644147,5,5,4,5,5,5,5,5,5,5,Site,Yes,No,
1130392754,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1125282754,5,5,5,5,5,5,3,5,5,5,SMS,Yes,Yes,
1131093005,5,4,3,5,5,5,5,5,5,5,SMS,Yes,No,
1133227510,5,4,4,4,4,4,4,4,4,4,SMS,Yes,No,
1130749888,5,5,5,5,5,5,5,5,4,5,Site,Yes,No,
1131193961,5,5,5,5,4,4,5,5,5,4,SMS,Yes,No,
1134212156,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129621312,4,4,5,5,5,5,3,5,5,5,Site,Yes,No,
1133371227,4,4,5,5,5,5,3,5,5,3,SMS,Yes,Yes,
1125115426,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1131211177,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1129127732,4,4,4,4,4,4,4,4,4,4,Site,Yes,No,
1130749789,4,4,4,4,4,4,2,5,4,3,Site,No,No,
1130714627,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1124665843,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1128148739,5,4,5,5,5,5,5,5,4,5,SMS,Yes,No,
1131273599,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1129568406,4,5,4,4,4,4,4,4,4,4,SMS,Yes,No,
1128507686,5,5,5,5,5,5,4,5,5,5,SMS,Yes,Yes,
1130029257,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1130422619,3,3,5,5,5,5,5,5,5,3,Site,Yes,Yes,
1131558155,4,5,4,4,4,4,3,4,4,4,SMS,Yes,Yes,
1131436287,5,5,4,3,3,3,4,4,4,5,SMS,Yes,No,
1125866374,5,5,5,5,5,5,4,5,5,5,Site,Yes,Yes,
1129945802,5,5,5,5,5,5,4,5,3,5,SMS,Yes,No,
1130930132,5,5,5,5,5,4,5,5,4,4,SMS,Yes,No,
1133153898,4,4,4,5,5,5,5,5,4,4,Site,Yes,No,
1129915722,5,5,5,5,5,5,4,5,5,5,SMS,Yes,No,
1130027335,5,5,5,5,5,5,5,5,4,5,SMS,Yes,No,
1130061078,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129460828,4,4,5,5,5,4,3,5,4,4,Site,Yes,Yes,
1133347276,4,5,5,5,4,4,4,5,5,4,Site,Yes,No,
1127672549,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1130403726,5,3,4,5,5,5,5,5,5,5,SMS,Yes,No,
1128745047,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130929720,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1133458032,4,4,4,4,4,4,3,4,4,4,Site,Yes,No,
1125638708,5,4,5,4,5,4,4,4,4,4,SMS,Yes,No,
1131405472,5,5,5,3,5,5,5,5,5,4,SMS,Yes,Yes,
1128563283,4,5,5,5,5,5,4,5,5,5,SMS,Yes,No,
1130244021,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129838403,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129879126,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1129870893,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1129121677,4,5,4,4,3,5,4,5,2,4,Site,Yes,No,
1130393729,4,4,4,4,4,4,4,5,3,3,SMS,Yes,No,
1129972228,4,5,5,5,5,5,4,5,5,4,Visit,Yes,Yes,
1130442070,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1130869595,4,5,5,5,5,5,4,5,5,5,Site,Yes,No,
1131785303,5,5,5,5,5,5,5,5,4,5,SMS,No,No,
1130232224,5,4,5,4,5,4,2,5,5,3,Site,Yes,Yes,
1130319187,5,4,5,5,4,5,4,4,5,5,Site,Yes,Yes,
1132088533,3,5,5,5,5,5,2,5,3,3,Site,Yes,No,
1127722443,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1124262609,4,4,4,4,4,4,5,4,4,5,Site,Yes,No,
1129178511,5,4,5,5,5,5,4,5,3,5,SMS,Yes,No,
1129770812,5,5,5,5,5,5,5,5,5,5,SMS,No,No,
1130237439,5,5,5,5,5,5,3,5,5,5,SMS,Yes,No,
1136630686,3,2,3,5,5,5,3,5,5,4,Site,Yes,No,
1131261545,5,5,3,5,5,5,5,5,5,5,SMS,Yes,No,
1133687606,3,5,5,5,5,4,5,5,5,5,Site,No,No,
1127546552,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1121117517,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128956271,5,5,5,5,5,5,3,5,4,4,SMS,Yes,No,
1130822644,4,5,4,4,4,5,5,5,5,5,SMS,No,No,
1125408326,4,3,4,4,4,4,4,4,3,4,SMS,Yes,No,
1123809780,4,4,4,4,4,4,4,4,4,4,Site,No,No,
1126095023,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1129457584,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131459941,3,4,5,5,5,5,5,5,4,4,Site,Yes,No,
1129140990,5,4,5,5,5,5,5,5,5,5,SMS,No,No,
1132175280,5,4,5,5,5,5,3,5,5,5,Site,Yes,Yes,
1133674455,5,5,5,5,5,5,5,5,4,5,SMS,Yes,No,
1132400845,5,5,5,5,5,5,5,5,5,4,Site,Yes,Yes,
1132751726,4,4,3,4,4,4,3,4,4,4,Site,Yes,No,
1130811001,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1131203430,5,5,4,5,5,5,5,5,5,5,SMS,No,No,
1131511790,5,5,5,5,5,4,5,5,5,5,Site,Yes,No,
1132587385,5,5,5,4,5,5,3,5,5,5,Site,Yes,Yes,
1132218304,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1129553770,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128750849,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1128881123,5,4,4,5,4,4,2,5,4,4,SMS,Yes,No,
1132268325,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128603394,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1131534875,5,5,5,5,5,4,4,5,5,5,SMS,Yes,No,
1130055823,4,4,4,5,5,4,5,5,4,4,SMS,Yes,No,
1131029074,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128314778,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129042329,5,5,5,5,5,5,3,5,5,4,Site,Yes,No,
1130412768,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1130159591,3,3,4,5,4,5,5,4,4,4,SMS,Yes,No,
1123964494,5,5,5,5,5,4,5,5,3,5,Site,No,No,
1129877914,4,4,4,4,4,4,4,3,3,2,SMS,No,Yes,
1129414049,4,4,4,4,4,4,3,5,5,4,SMS,Yes,No,
1128500020,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1125201671,5,5,5,5,5,5,4,5,5,5,Site,Yes,Yes,
1129423016,4,5,5,5,5,4,3,5,4,5,Site,Yes,Yes,
1132462811,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1129079065,3,3,2,4,3,4,2,2,3,3,Site,Yes,Yes,
1129525745,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1128935226,4,3,4,5,5,5,2,5,5,3,Site,Yes,Yes,
1130981994,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1130676875,4,4,4,5,4,4,4,5,5,4,Site,Yes,No,
1131390799,3,5,4,5,4,4,5,3,5,4,SMS,No,No,
1132803998,5,5,5,5,5,5,3,5,4,4,Site,Yes,No,
1130797291,5,5,5,5,5,5,3,5,3,5,Site,Yes,No,
1154163867,5,5,5,5,5,4,5,5,3,4,SMS,Yes,No,
1130196882,4,5,5,5,5,5,3,5,5,4,SMS,Yes,No,
1124135300,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1129299002,5,5,5,5,5,5,5,5,5,5,Site,No,No,
1131178905,4,4,4,4,4,4,4,4,4,4,SMS,Yes,No,
1131114330,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1128745427,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129570493,4,3,4,5,4,4,4,5,3,4,Site,No,No,
1129947238,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1129392757,5,4,5,5,4,4,5,5,5,5,SMS,Yes,Yes,
1131637611,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1129750962,5,5,5,5,5,5,5,5,5,5,SMS,Yes,No,
1131546770,5,5,5,5,5,5,3,5,5,4,SMS,Yes,No,
1127307732,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1129852594,5,5,5,5,5,5,5,5,5,5,Site,Yes,Yes,
1130024241,4,3,3,3,3,3,3,3,3,3,SMS,No,No,
1129983902,4,2,5,2,5,3,3,3,3,3,Site,Yes,No,
1129880678,5,4,4,5,5,5,4,5,5,4,SMS,Yes,No,
1131358564,4,4,4,5,5,5,5,5,5,5,SMS,Yes,No,
1132142041,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1130600750,5,5,4,4,4,4,3,5,4,4,SMS,Yes,No,
1130214982,5,5,4,5,5,5,5,5,5,5,SMS,No,No,
1130255753,4,4,4,4,4,4,5,5,5,4,Site,Yes,No,
1130312398,5,5,5,5,5,5,4,5,5,4,Site,Yes,Yes,
1131313247,5,5,5,5,5,5,5,5,3,5,Site,No,No,
1131514281,5,5,5,5,5,5,4,5,5,5,SMS,Yes,No,
1138462179,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131267849,4,5,4,5,5,4,5,5,5,4,SMS,Yes,No,
1130807603,5,5,5,5,5,5,4,5,5,5,Site,Yes,No,
1130113424,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1125557478,4,4,4,4,4,4,4,4,4,4,SMS,Yes,Yes,
1129901797,5,5,5,5,5,5,5,5,5,5,Site,Yes,No,
1131398503,3,5,5,5,4,3,4,5,4,4,Site,Yes,Yes,
1133278349,5,5,4,5,5,5,5,5,5,5,SMS,Yes,Yes,
1131564559,5,5,5,5,5,5,5,4,3,4,SMS,Yes,Yes,
1144065586,4,4,4,4,4,3,3,3,3,3,SMS,Yes,Yes,
1124698562,5,5,5,5,5,5,5,5,5,5,SMS,Yes,Yes,
1128783261,5,4,5,5,5,5,3,5,5,3,Site,Yes,No,
1128909924,5,5,5,4,5,5,5,5,5,5,Site,Yes,No,
1129027064,4,3,4,4,4,5,3,5,5,5,Site,No,No,
1127306023,4,5,4,5,5,4,3,5,5,4,Site,Yes,No,
1130368598,5,4,4,3,2,3,5,5,5,3,SMS,Yes,Yes,
